timestamp,accel,HR,o2%
93331,0.161084,72,95
93332,0.161084,72,95
93333,0.161084,72,95
93334,0.161084,72,95
93335,0.161084,72,95
93336,0.161084,72,95
93337,0.161084,72,95
93338,0.161084,72,95
93339,0.161084,72,95
93340,0.161084,72,95
93341,0.161084,72,95
93343,0.163745,72,95
93344,0.163745,72,95
93345,0.163745,72,95
93346,0.163745,72,95
93347,0.163745,72,95
93348,0.163745,72,95
93349,0.163745,72,95
93362,0.163745,72,95
93364,0.165479,72,95
93365,0.165479,72,95
93366,0.165479,72,95
93367,0.165479,72,95
93368,0.165479,72,95
93369,0.165479,72,95
93370,0.165479,72,95
93371,0.165479,72,95
93372,0.165479,72,95
93373,0.165479,72,95
93374,0.165479,72,95
93375,0.165479,72,95
93376,0.165479,72,95
93377,0.165479,72,95
93378,0.165479,72,95
93379,0.165479,72,95
93380,0.165479,72,95
93381,0.165479,72,95
93387,0.16687,72,95
93388,0.16687,72,95
93389,0.16687,72,95
93390,0.16687,72,95
93391,0.16687,72,95
93392,0.16687,72,95
93393,0.16687,72,95
93394,0.16687,72,95
93395,0.16687,72,95
93396,0.16687,72,95
93397,0.16687,72,95
93398,0.16687,72,95
93399,0.16687,72,95
93400,0.16687,72,95
93401,0.16687,72,95
93402,0.16687,72,95
93403,0.16687,72,95
93405,0.167505,72,95
93406,0.167505,72,95
93407,0.167505,72,95
93416,0.167505,72,95
93417,0.167505,72,95
93418,0.167505,72,95
93419,0.167505,72,95
93420,0.167505,72,95
93421,0.167505,72,95
93422,0.167505,72,95
93423,0.167505,72,95
93424,0.168433,72,95
93425,0.168433,72,95
93426,0.168433,72,95
93427,0.168433,72,95
93428,0.168433,72,95
93429,0.168433,72,95
93430,0.168433,72,95
93431,0.168433,72,95
93432,0.168433,72,95
93433,0.168433,72,95
93434,0.168433,72,95
93435,0.168433,72,95
93440,0.168433,72,95
93441,0.168433,72,95
93442,0.168433,72,95
93443,0.168433,72,95
93444,0.168481,72,95
93445,0.168481,72,95
93446,0.168481,72,95
93447,0.168481,72,95
93448,0.168481,72,95
93449,0.168481,72,95
93450,0.168481,72,95
93451,0.168481,72,95
93452,0.168481,72,95
93453,0.168481,72,95
93454,0.168481,72,95
93455,0.168481,72,95
93456,0.168481,72,95
93457,0.168481,72,95
93458,0.168481,72,95
93470,0.169165,72,95
93471,0.169165,72,95
93472,0.169165,72,95
93473,0.169165,72,95
93474,0.169165,72,95
93475,0.169165,72,95
93476,0.169165,72,95
93477,0.169165,72,95
93478,0.169165,72,95
93479,0.169165,72,95
93480,0.169165,72,95
93481,0.169165,72,95
93482,0.169165,72,95
93483,0.169165,72,95
93484,0.169165,72,95
93485,0.168359,72,95
93486,0.168359,72,95
93487,0.168359,72,95
93488,0.168359,72,95
93489,0.168359,72,95
93494,0.168359,72,95
93495,0.168359,72,95
93496,0.168359,72,95
93497,0.168359,72,95
93498,0.168359,72,95
93499,0.168359,72,95
93500,0.168359,72,95
93501,0.168359,72,95
93502,0.168359,72,95
93503,0.168359,72,95
93504,0.168359,72,95
93506,0.167627,72,95
93507,0.167627,72,95
93508,0.167627,72,95
93509,0.167627,72,95
93510,0.167627,72,95
93511,0.167627,72,95
93512,0.167627,72,95
93513,0.167627,72,95
93514,0.167627,72,95
93523,0.167627,72,95
93524,0.167627,72,95
93525,0.167627,72,95
93527,0.168042,72,95
93528,0.168042,72,95
93529,0.168042,72,95
93530,0.168042,72,95
93531,0.168042,72,95
93532,0.168042,72,95
93533,0.168042,72,95
93534,0.168042,72,95
93535,0.168042,72,95
93536,0.168042,72,95
93537,0.168042,72,95
93538,0.168042,72,95
93539,0.168042,72,95
93540,0.168042,72,95
93541,0.168042,72,95
93542,0.168042,72,95
93549,0.167187,72,95
93550,0.167187,72,95
93551,0.167187,72,95
93552,0.167187,72,95
93553,0.167187,72,95
93554,0.167187,72,95
93555,0.167187,72,95
93556,0.167187,72,95
93557,0.167187,72,95
93558,0.167187,72,95
93559,0.167187,72,95
93560,0.167187,72,95
93561,0.167187,72,95
93562,0.167187,72,95
93563,0.167187,72,95
93564,0.167187,72,95
93565,0.167187,72,95
93566,0.167187,72,95
93567,0.167187,72,95
93569,0.165796,72,95
93580,0.165796,72,95
93581,0.165796,72,95
93582,0.165796,72,95
93583,0.165796,72,95
93584,0.165796,72,95
93585,0.165796,72,95
93586,0.165796,72,95
93587,0.165796,72,95
93588,0.165796,72,95
93590,0.165015,72,95
93591,0.165015,72,95
93592,0.165015,72,95
93593,0.165015,72,95
93594,0.165015,72,95
93595,0.165015,72,95
93596,0.165015,72,95
93597,0.165015,72,95
93598,0.165015,72,95
93599,0.165015,72,95
93600,0.165015,72,95
93605,0.165015,72,95
93606,0.165015,72,95
93607,0.165015,72,95
93608,0.165015,72,95
93609,0.165015,72,95
93611,0.164014,72,95
93612,0.164014,72,95
93613,0.164014,72,95
93614,0.164014,72,95
93615,0.164014,72,95
93616,0.164014,72,95
93617,0.164014,72,95
93618,0.164014,72,95
93619,0.164014,72,95
93620,0.164014,72,95
93621,0.164014,72,95
93622,0.164014,72,95
93623,0.164014,72,95
93624,0.164014,72,95
93625,0.164014,72,95
93633,0.16438,72,95
93634,0.16438,72,95
93635,0.16438,72,95
93636,0.16438,72,95
93637,0.16438,72,95
93638,0.16438,72,95
93639,0.16438,72,95
93640,0.16438,72,95
93641,0.16438,72,95
93642,0.16438,72,95
93643,0.16438,72,95
93644,0.16438,72,95
93645,0.16438,72,95
93646,0.16438,72,95
93647,0.16438,72,95
93648,0.16438,72,95
93649,0.16438,72,95
93650,0.16438,72,95
93651,0.16438,72,95
93658,0.164844,72,95
93659,0.164844,72,95
93660,0.164844,72,95
93661,0.164844,72,95
93662,0.164844,72,95
93663,0.164844,72,95
93664,0.164844,72,95
93665,0.164844,72,95
93666,0.164844,72,95
93667,0.164844,72,95
93668,0.164844,72,95
93669,0.164844,72,95
93670,0.164844,72,95
93671,0.164844,72,95
93672,0.164014,72,95
93673,0.164014,72,95
93674,0.164014,72,95
93675,0.164014,72,95
93676,0.164014,72,95
93677,0.164014,72,95
93688,0.164014,72,95
93689,0.164014,72,95
93690,0.164014,72,95
93691,0.164014,72,95
93692,0.164624,72,95
93693,0.164624,72,95
93694,0.164624,72,95
93695,0.164624,72,95
93696,0.164624,72,95
93697,0.164624,72,95
93698,0.164624,72,95
93699,0.164624,72,95
93700,0.164624,72,95
93701,0.164624,72,95
93702,0.164624,72,95
93703,0.164624,72,95
93704,0.164624,72,95
93705,0.164624,72,95
93706,0.164624,72,95
93707,0.164624,72,95
93712,0.16333,72,95
93713,0.16333,72,95
93714,0.16333,72,95
93715,0.16333,72,95
93716,0.16333,72,95
93717,0.16333,72,95
93718,0.16333,72,95
93719,0.16333,72,95
93720,0.16333,72,95
93721,0.16333,72,95
93722,0.16333,72,95
93723,0.16333,72,95
93724,0.16333,72,95
93725,0.16333,72,95
93726,0.16333,72,95
93727,0.16333,72,95
93728,0.16333,72,95
93729,0.16333,72,95
93730,0.16333,72,95
93740,0.162915,72,95
93741,0.162915,72,95
93742,0.162915,72,95
93743,0.162915,72,95
93744,0.162915,72,95
93745,0.162915,72,95
93746,0.162915,72,95
93747,0.162915,72,95
